CO2 Emissions(g/km),Engine_Size_log,Fuel_City_log,Fuel_Hwy_log,Fuel_Comb_log,Cylinders_3,Cylinders_4,Cylinders_5,Cylinders_6,Cylinders_8,Cylinders_10,Cylinders_12,Cylinders_16
382,1.974081026,3.0301337,2.63188884,2.867898902,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
340,1.974081026,2.87356464,2.602689685,2.76000994,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
276,1.974081026,2.766319109,2.251291799,2.564949357,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
258,1.974081026,2.687847494,2.219203484,2.501435952,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
228,1.098612289,2.525728644,2.186051277,2.388762789,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
324,1.974081026,2.850706502,2.517696473,2.714694744,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
329,1.974081026,2.856470206,2.541601993,2.727852828,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
317,2.00148,2.87356464,2.424802726,2.694627181,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
320,2.00148,2.879198457,2.433613355,2.701361213,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
317,2.00148,2.87356464,2.424802726,2.694627181,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
317,2.00148,2.87356464,2.424802726,2.694627181,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
304,1.916922612,2.827313622,2.388762789,2.653241965,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
324,1.974081026,2.850706502,2.517696473,2.714694744,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
329,1.974081026,2.856470206,2.541601993,2.727852828,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
338,1.974081026,2.890371758,2.549445171,2.753660712,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
377,1.974081026,2.985681938,2.667228207,2.856470206,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
304,1.791759469,2.815408719,2.415913778,2.653241965,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
235,1.547562509,2.564949357,2.197224577,2.415913778,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
248,1.547562509,2.610069793,2.272125886,2.468099531,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
172,1.504077397,2.219203484,2.041220329,2.140066163,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
189,1.504077397,2.272125886,2.140066163,2.219203484,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
265,1.547562509,2.660259537,2.341805806,2.525728644,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
269,1.547562509,2.681021529,2.332143895,2.541601993,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
283,1.547562509,2.727852828,2.379546134,2.587764035,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
255,1.547562509,2.63188884,2.292534757,2.493205453,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
267,1.547562509,2.674148649,2.332143895,2.533696814,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
253,1.547562509,2.624668592,2.292534757,2.48490665,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
283,1.887069649,2.740840024,2.351375257,2.587764035,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
267,1.547562509,2.653241965,2.360854001,2.533696814,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
294,1.887069649,2.772588722,2.415913778,2.624668592,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
175,1.504077397,2.197224577,2.079441542,2.151762203,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
271,1.547562509,2.681021529,2.360854001,2.549445171,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
244,1.504077397,2.557227311,2.302585093,2.451005098,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
253,1.504077397,2.587764035,2.332143895,2.48490665,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
294,1.547562509,2.740840024,2.459588842,2.624668592,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
334,1.791759469,2.867898902,2.557227311,2.740840024,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
345,1.887069649,2.912350665,2.57261223,2.772588722,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
237,1.386294361,2.549445171,2.240709689,2.424802726,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
244,1.386294361,2.58021683,2.272125886,2.451005098,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
294,1.791759469,2.772588722,2.415913778,2.624668592,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
242,1.098612289,2.587764035,2.219203484,2.442347035,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
281,1.386294361,2.753660712,2.312535424,2.58021683,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
306,1.791759469,2.815408719,2.424802726,2.660259537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
306,1.791759469,2.815408719,2.424802726,2.660259537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
285,1.386294361,2.747270914,2.360854001,2.595254707,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
306,1.791759469,2.821378886,2.415913778,2.660259537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
285,1.386294361,2.753660712,2.360854001,2.595254707,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
306,1.791759469,2.821378886,2.415913778,2.660259537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
306,1.791759469,2.821378886,2.415913778,2.660259537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
306,1.791759469,2.821378886,2.415913778,2.660259537,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
